year,month,tmax(degC),tmin(degC),af(days),rain(mm),sun(hours),station,latitude,longitude
1998,6,15.9,10.9,0.0,135.3,171.5,valley,53.252,4.535
1998,7,17.3,12.5,0.0,39.1,154.2,valley,53.252,4.535
1998,8,18.4,12.8,0.0,50.8,204.4,valley,53.252,4.535
1998,9,17.6,11.9,0.0,44.5,153.5,valley,53.252,4.535
1998,10,13.7,8.8,0.0,120.8,112.1,valley,53.252,4.535
1998,11,10.4,6.0,1.0,128.3,69.5,valley,53.252,4.535
1998,12,9.7,5.5,2.0,90.2,25.0,valley,53.252,4.535
1999,1,8.9,4.5,3.0,139.2,54.2,valley,53.252,4.535
1999,2,8.3,4.5,1.0,47.3,72.6,valley,53.252,4.535
1999,3,9.6,5.2,2.0,49.8,124.2,valley,53.252,4.535
1999,4,12.4,6.6,0.0,70.0,188.8,valley,53.252,4.535
1999,5,15.5,9.7,0.0,43.4,187.6,valley,53.252,4.535
1999,6,16.3,10.3,0.0,81.0,220.1,valley,53.252,4.535
1999,7,20.0,13.3,0.0,16.8,242.9,valley,53.252,4.535
1999,8,19.0,12.7,0.0,86.1,159.6,valley,53.252,4.535
1999,9,18.0,12.4,0.0,148.2,144.5,valley,53.252,4.535
1999,10,14.5,8.9,0.0,59.0,128.9,valley,53.252,4.535
1999,11,11.5,6.7,1.0,67.2,65.8,valley,53.252,4.535
1999,12,8.8,4.9,3.0,97.6,39.1,valley,53.252,4.535
2000,1,8.6,4.2,2.0,84.2,61.5,valley,53.252,4.535
2000,2,9.0,5.1,1.0,98.2,97.3,valley,53.252,4.535
2000,3,10.2,5.2,1.0,35.0,134.2,valley,53.252,4.535
2000,4,11.1,4.9,1.0,67.6,179.7,valley,53.252,4.535
2000,5,15.7,8.9,0.0,46.0,285.9,valley,53.252,4.535
2000,6,17.3,11.0,0.0,24.4,189.9,valley,53.252,4.535
2000,7,18.7,12.1,0.0,74.0,230.8,valley,53.252,4.535
2000,8,19.0,13.1,0.0,85.8,211.4,valley,53.252,4.535
2000,9,17.6,12.1,0.0,137.6,122.2,valley,53.252,4.535
2000,10,13.6,9.0,0.0,209.0,102.6,valley,53.252,4.535
2000,11,10.2,6.6,0.0,220.0,40.3,valley,53.252,4.535
2000,12,8.9,4.4,6.0,127.0,40.3,valley,53.252,4.535
2001,1,7.6,2.2,10.0,51.6,93.6,valley,53.252,4.535
2001,2,7.9,2.3,7.0,92.0,83.4,valley,53.252,4.535
2001,3,8.8,2.9,6.0,45.4,159.6,valley,53.252,4.535
2001,4,10.5,5.3,0.0,81.8,173.8,valley,53.252,4.535
2001,5,16.0,8.9,0.0,44.4,255.1,valley,53.252,4.535
2001,6,16.5,10.6,0.0,30.7,212.8,valley,53.252,4.535
2001,7,18.2,12.5,0.0,58.2,208.6,valley,53.252,4.535
2001,8,17.6,12.7,0.0,98.5,185.1,valley,53.252,4.535
2001,9,16.3,11.4,0.0,71.6,146.0,valley,53.252,4.535
2001,10,15.7,11.7,0.0,71.6,117.6,valley,53.252,4.535
2001,11,11.7,7.4,0.0,46.6,36.0,valley,53.252,4.535
2001,12,8.8,2.3,8.0,45.4,76.9,valley,53.252,4.535
2002,1,9.5,5.0,5.0,70.8,50.7,valley,53.252,4.535
2002,2,9.6,5.3,2.0,106.0,73.6,valley,53.252,4.535
2002,3,10.3,5.0,1.0,29.8,135.1,valley,53.252,4.535
2002,4,11.7,6.1,0.0,66.8,163.0,valley,53.252,4.535
2002,5,14.7,8.9,0.0,69.4,190.6,valley,53.252,4.535
2002,6,15.6,11.1,0.0,53.4,160.2,valley,53.252,4.535
2002,7,17.0,12.2,0.0,60.4,128.9,valley,53.252,4.535
2002,8,18.1,12.5,0.0,85.0,160.1,valley,53.252,4.535
2002,9,17.8,11.3,0.0,21.0,163.3,valley,53.252,4.535
2002,10,13.7,8.2,0.0,161.4,96.4,valley,53.252,4.535
2002,11,11.9,7.8,0.0,171.0,62.1,valley,53.252,4.535
2002,12,8.3,4.5,3.0,82.6,54.7,valley,53.252,4.535
2003,1,7.9,3.6,8.0,62.8,87.4,valley,53.252,4.535
2003,2,8.6,2.0,8.0,37.4,106.1,valley,53.252,4.535
2003,3,11.5,3.9,4.0,41.6,193.7,valley,53.252,4.535
2003,4,13.5,6.4,0.0,55.0,195.7,valley,53.252,4.535
2003,5,13.9,9.0,0.0,89.0,170.5,valley,53.252,4.535
2003,6,17.7,11.9,0.0,58.6,204.9,valley,53.252,4.535
2003,7,19.1,13.9,0.0,39.4,137.9,valley,53.252,4.535
2003,8,20.7,13.2,0.0,17.8,214.8,valley,53.252,4.535
2003,9,17.5,11.5,0.0,109.6,129.0,valley,53.252,4.535
2003,10,13.1,6.7,0.0,68.4,118.2,valley,53.252,4.535
2003,11,12.0,7.1,0.0,91.8,68.8,valley,53.252,4.535
2003,12,9.3,3.8,5.0,91.2,55.8,valley,53.252,4.535
2004,1,8.7,4.3,2.0,91.0,44.1,valley,53.252,4.535
2004,2,8.2,3.2,8.0,60.8,97.7,valley,53.252,4.535
2004,3,9.9,4.2,5.0,39.2,142.7,valley,53.252,4.535
2004,4,11.6,7.1,1.0,29.6,119.8,valley,53.252,4.535
2004,5,14.9,8.5,0.0,35.8,229.3,valley,53.252,4.535
2004,6,17.1,11.5,0.0,50.2,173.6,valley,53.252,4.535
2004,7,17.7,12.5,0.0,41.4,140.5,valley,53.252,4.535
2004,8,19.8,14.2,0.0,87.6,155.6,valley,53.252,4.535
2004,9,17.6,12.7,0.0,84.6,131.4,valley,53.252,4.535
2004,10,13.9,8.7,0.0,141.0,97.2,valley,53.252,4.535
2004,11,11.2,7.7,0.0,72.2,27.7,valley,53.252,4.535
2004,12,10.0,5.0,1.0,70.4,45.0,valley,53.252,4.535
2005,1,9.5,5.6,2.0,39.2,56.5,valley,53.252,4.535
2005,2,7.8,3.0,4.0,44.0,71.7,valley,53.252,4.535
2005,3,10.7,5.4,3.0,42.8,103.2,valley,53.252,4.535
2005,4,11.7,6.4,0.0,101.0,125.8,valley,53.252,4.535
2005,5,13.9,8.2,0.0,33.0,210.8,valley,53.252,4.535
2005,6,17.4,11.9,0.0,18.8,175.3,valley,53.252,4.535
2005,7,19.0,13.0,0.0,45.8,189.8,valley,53.252,4.535
2005,8,18.9,13.0,0.0,35.6,194.5,valley,53.252,4.535
2005,9,17.9,12.6,0.0,53.4,137.0,valley,53.252,4.535
2005,10,15.4,10.8,0.0,189.8,78.8,valley,53.252,4.535
2005,11,11.0,5.7,1.0,116.7,60.4,valley,53.252,4.535
2005,12,9.2,4.7,3.0,56.2,42.0,valley,53.252,4.535
2006,1,8.0,3.1,7.0,60.8,77.3,valley,53.252,4.535
2006,2,7.7,3.6,1.0,44.4,84.3,valley,53.252,4.535
2006,3,8.1,3.3,4.0,90.8,93.2,valley,53.252,4.535
2006,4,11.2,6.2,1.0,53.8,190.7,valley,53.252,4.535
2006,5,14.4,8.5,0.0,109.6,175.5,valley,53.252,4.535
2006,6,18.2,11.9,0.0,27.6,232.6,valley,53.252,4.535
2006,7,22.0,14.1,0.0,10.8,277.8,valley,53.252,4.535
2006,8,18.5,13.0,0.0,88.0,146.6,valley,53.252,4.535
2006,9,18.8,13.6,0.0,77.2,155.1,valley,53.252,4.535
2006,10,15.9,10.8,0.0,123.4,116.4,valley,53.252,4.535
2006,11,12.1,7.7,0.0,127.6,58.4,valley,53.252,4.535
2006,12,10.0,6.3,0.0,140.0,41.1,valley,53.252,4.535
2007,1,9.9,6.1,2.0,88.8,55.7,valley,53.252,4.535
2007,2,9.0,4.0,5.0,39.6,73.3,valley,53.252,4.535
2007,3,10.3,4.9,1.0,41.0,149.0,valley,53.252,4.535
2007,4,14.4,7.5,0.0,13.8,227.4,valley,53.252,4.535
2007,5,15.0,9.0,0.0,44.2,203.7,valley,53.252,4.535
2007,6,18.3,11.9,0.0,78.4,169.9,valley,53.252,4.535
2007,7,17.3,12.9,0.0,101.9,184.2,valley,53.252,4.535
2007,8,17.8,12.8,0.0,59.4,149.8,valley,53.252,4.535
2007,9,16.8,11.7,0.0,84.6,126.9,valley,53.252,4.535
2007,10,15.0,9.4,0.0,35.4,124.3,valley,53.252,4.535
2007,11,11.9,7.4,1.0,89.8,53.2,valley,53.252,4.535
2007,12,9.5,4.4,6.0,96.8,60.4,valley,53.252,4.535
2008,1,9.6,5.7,1.0,123.0,42.7,valley,53.252,4.535
2008,2,9.9,3.6,7.0,33.6,120.8,valley,53.252,4.535
2008,3,9.6,4.4,2.0,68.0,127.8,valley,53.252,4.535
2008,4,10.9,5.7,1.0,83.4,168.2,valley,53.252,4.535
2008,5,17.7,10.2,0.0,27.6,232.3,valley,53.252,4.535
2008,6,16.1,10.6,0.0,117.1,172.9,valley,53.252,4.535
2008,7,18.8,13.4,0.0,70.4,143.5,valley,53.252,4.535
2008,8,17.8,14.0,0.0,84.4,86.2,valley,53.252,4.535
2008,9,16.4,11.5,0.0,118.4,124.8,valley,53.252,4.535
2008,10,13.1,8.8,0.0,164.6,88.4,valley,53.252,4.535
2008,11,10.8,6.5,2.0,81.2,65.3,valley,53.252,4.535
2008,12,8.1,2.6,9.0,68.0,63.1,valley,53.252,4.535
2009,1,7.6,2.4,7.0,80.2,60.5,valley,53.252,4.535
2009,2,7.6,2.9,5.0,8.4,46.8,valley,53.252,4.535
2009,3,9.8,4.7,2.0,26.0,142.9,valley,53.252,4.535
2009,4,12.6,6.6,0.0,52.0,188.3,valley,53.252,4.535
2009,5,14.4,8.7,0.0,43.4,205.2,valley,53.252,4.535
2009,6,19.0,11.2,0.0,44.8,234.7,valley,53.252,4.535
2009,7,18.3,13.4,0.0,104.3,175.8,valley,53.252,4.535
2009,8,17.9,13.6,0.0,108.2,136.0,valley,53.252,4.535
2009,9,16.7,11.2,0.0,28.8,127.1,valley,53.252,4.535
2009,10,15.2,9.9,0.0,82.4,87.6,valley,53.252,4.535
2009,11,11.6,7.4,0.0,205.6,46.3,valley,53.252,4.535
2009,12,7.6,2.6,7.0,87.2,42.5,valley,53.252,4.535
2010,1,5.9,1.0,10.0,55.0,67.3,valley,53.252,4.535
2010,2,6.9,0.7,12.0,36.4,92.1,valley,53.252,4.535
2010,3,9.3,3.2,7.0,77.2,147.0,valley,53.252,4.535
2010,4,12.2,5.4,0.0,17.2,222.9,valley,53.252,4.535
2010,5,14.3,7.4,0.0,38.2,271.9,valley,53.252,4.535
2010,6,18.3,11.2,0.0,29.8,251.7,valley,53.252,4.535
2010,7,18.2,13.5,0.0,126.6,121.4,valley,53.252,4.535
2010,8,17.9,12.3,0.0,32.2,175.0,valley,53.252,4.535
2010,9,17.4,11.8,0.0,94.0,130.3,valley,53.252,4.535
2010,10,14.5,9.1,0.0,90.0,131.8,valley,53.252,4.535
2010,11,9.4,4.1,4.0,86.0,84.5,valley,53.252,4.535
2010,12,5.2,0.9,17.0,53.6,61.6,valley,53.252,4.535
2011,1,7.3,2.0,9.0,52.6,73.5,valley,53.252,4.535
2011,2,9.4,5.3,0.0,84.6,72.4,valley,53.252,4.535
2011,3,10.4,3.5,5.0,29.6,168.1,valley,53.252,4.535
2011,4,14.9,8.0,0.0,32.2,211.1,valley,53.252,4.535
2011,5,15.1,9.6,0.0,77.8,175.0,valley,53.252,4.535
2011,6,16.5,10.2,0.0,48.8,221.1,valley,53.252,4.535
2011,7,18.2,11.4,0.0,48.6,233.2,valley,53.252,4.535
2011,8,17.6,12.4,0.0,67.6,138.6,valley,53.252,4.535
2011,9,17.2,12.5,0.0,91.0,107.6,valley,53.252,4.535
2011,10,15.2,11.0,0.0,76.6,60.6,valley,53.252,4.535
2011,11,13.4,8.0,0.0,61.8,77.9,valley,53.252,4.535
2011,12,9.6,6.0,0.0,89.4,21.3,valley,53.252,4.535
2012,1,9.0,4.4,5.0,60.6,55.8,valley,53.252,4.535
2012,2,8.1,3.9,6.0,37.4,48.2,valley,53.252,4.535
2012,3,11.9,6.2,0.0,19.0,147.3,valley,53.252,4.535
2012,4,10.9,4.9,0.0,65.4,144.6,valley,53.252,4.535
2012,5,15.0,7.8,0.0,47.8,221.2,valley,53.252,4.535
2012,6,16.0,10.5,0.0,107.4,145.1,valley,53.252,4.535
2012,7,16.7,12.3,0.0,70.6,112.0,valley,53.252,4.535
2012,8,19.0,13.8,0.0,110.7,175.7,valley,53.252,4.535
2012,9,16.0,11.3,0.0,112.0,134.6,valley,53.252,4.535
2012,10,13.3,8.2,0.0,113.6,90.1,valley,53.252,4.535
2012,11,10.3,5.9,1.0,149.2,62.4,valley,53.252,4.535
2012,12,9.0,3.9,5.0,128.0,40.4,valley,53.252,4.535
2013,1,7.2,3.0,11.0,62.3,45.7,valley,53.252,4.535
2013,2,7.7,1.6,9.0,60.4,108.3,valley,53.252,4.535
2013,3,6.9,1.1,12.0,89.4,118.8,valley,53.252,4.535
2013,4,10.4,4.5,5.0,32.8,198.4,valley,53.252,4.535
2013,5,13.3,7.8,0.0,40.0,192.4,valley,53.252,4.535
2013,6,17.5,10.3,0.0,32.2,225.2,valley,53.252,4.535
2013,7,21.6,13.6,0.0,42.0,311.4,valley,53.252,4.535
2013,8,19.0,13.2,0.0,68.1,162.9,valley,53.252,4.535
2013,9,16.8,11.8,0.0,76.2,100.2,valley,53.252,4.535
2013,10,15.5,11.2,0.0,173.8,72.5,valley,53.252,4.535
2013,11,10.6,6.3,0.0,35.8,48.5,valley,53.252,4.535
2013,12,10.4,6.6,0.0,131.0,34.7,valley,53.252,4.535
2014,1,9.1,4.9,1.0,159.2,34.3,valley,53.252,4.535
2014,2,9.0,5.1,0.0,102.6,72.3,valley,53.252,4.535
2014,3,11.1,5.2,0.0,54.0,121.9,valley,53.252,4.535
2014,4,13.3,7.4,0.0,36.0,172.2,valley,53.252,4.535
2014,5,15.0,9.4,0.0,92.8,157.8,valley,53.252,4.535
2014,6,18.0,11.7,0.0,46.8,263.9,valley,53.252,4.535
2014,7,20.3,13.7,0.0,48.2,250.7,valley,53.252,4.535
2014,8,17.8,12.5,0.0,109.4,184.3,valley,53.252,4.535
2014,9,19.1,11.9,0.0,8.0,174.2,valley,53.252,4.535
2014,10,15.4,10.7,0.0,158.6,88.0,valley,53.252,4.535
2014,11,12.4,6.7,0.0,59.0,88.4,valley,53.252,4.535
2014,12,9.6,5.3,1.0,68.4,43.6,valley,53.252,4.535
2015,1,8.3,3.9,4.0,76.6,60.4,valley,53.252,4.535
2015,2,7.6,2.9,5.0,34.0,86.2,valley,53.252,4.535
2015,3,9.4,3.9,2.0,59.0,147.1,valley,53.252,4.535
2015,4,12.6,5.0,1.0,36.0,232.7,valley,53.252,4.535
2015,5,13.1,7.9,0.0,111.0,185.1,valley,53.252,4.535
2015,6,16.6,10.2,0.0,28.2,238.7,valley,53.252,4.535
2015,7,17.6,12.5,0.0,66.4,186.7,valley,53.252,4.535
2015,8,18.3,12.5,0.0,68.8,204.1,valley,53.252,4.535
2015,9,16.9,9.9,0.0,45.2,187.8,valley,53.252,4.535
2015,10,14.9,8.7,0.0,60.2,105.2,valley,53.252,4.535
2015,11,12.9,8.2,0.0,134.4,35.4,valley,53.252,4.535
2015,12,12.3,7.8,0.0,254.2,26.1,valley,53.252,4.535
2016,1,9.4,5.2,1.0,110.4,44.8,valley,53.252,4.535
2016,2,8.4,3.7,3.0,81.2,76.2,valley,53.252,4.535
2016,3,9.4,4.0,2.0,56.6,126.8,valley,53.252,4.535
2016,4,11.1,5.3,0.0,81.0,188.0,valley,53.252,4.535
2016,5,15.9,9.2,0.0,46.8,250.8,valley,53.252,4.535
2016,6,18.0,12.0,0.0,72.0,205.3,valley,53.252,4.535
2016,7,18.2,13.3,0.0,71.6,149.1,valley,53.252,4.535
2016,8,19.1,13.7,0.0,61.8,167.7,valley,53.252,4.535
2016,9,18.0,13.3,0.0,94.6,129.0,valley,53.252,4.535
2016,10,14.6,8.6,0.0,25.0,80.0,valley,53.252,4.535
2016,11,10.0,4.8,4.0,81.6,77.8,valley,53.252,4.535
2016,12,10.7,6.1,2.0,75.8,40.3,valley,53.252,4.535
2017,1,8.8,4.2,6.0,38.6,49.8,valley,53.252,4.535
2017,2,9.2,4.6,3.0,104.0,49.2,valley,53.252,4.535
2017,3,11.0,6.0,0.0,76.8,109.6,valley,53.252,4.535
2017,4,12.0,6.8,0.0,17.0,117.9,valley,53.252,4.535
2017,5,17.0,9.7,0.0,31.4,250.0,valley,53.252,4.535
2017,6,17.6,12.6,0.0,129.2,155.7,valley,53.252,4.535
2017,7,18.8,12.8,0.0,78.8,194.9,valley,53.252,4.535
2017,8,18.1,13.3,0.0,60.0,175.3,valley,53.252,4.535
2017,9,16.6,11.5,0.0,86.2,113.1,valley,53.252,4.535
2017,10,15.2,10.9,0.0,65.8,60.7,valley,53.252,4.535
2017,11,10.9,6.5,0.0,104.0,48.6,valley,53.252,4.535
2017,12,9.0,4.5,2.0,79.2,34.5,valley,53.252,4.535
2018,1,8.5,3.5,4.0,88.6,59.5,valley,53.252,4.535
2018,2,7.2,1.6,10.0,62.0,115.4,valley,53.252,4.535
2018,3,8.2,2.5,7.0,94.8,108.3,valley,53.252,4.535
2018,4,12.3,6.4,0.0,65.0,140.6,valley,53.252,4.535
2018,5,15.8,9.1,0.0,29.0,231.6,valley,53.252,4.535
2018,6,20.2,11.7,0.0,10.8,291.8,valley,53.252,4.535
2018,7,21.0,13.5,0.0,49.0,265.3,valley,53.252,4.535
2018,8,18.6,13.2,0.0,37.4,131.8,valley,53.252,4.535
2018,9,16.3,11.4,0.0,87.0,131.8,valley,53.252,4.535
2018,10,13.9,8.6,2.0,97.6,101.6,valley,53.252,4.535
2018,11,11.5,6.6,0.0,139.2,69.1,valley,53.252,4.535
2018,12,10.3,6.8,1.0,112.8,19.8,valley,53.252,4.535
2019,1,8.4,4.4,2.0,38.2,34.8,valley,53.252,4.535
2019,2,10.7,5.3,3.0,50.4,110.2,valley,53.252,4.535
2019,3,10.3,5.9,0.0,96.0,103.5,valley,53.252,4.535
2019,4,13.7,6.5,0.0,67.2,138.8,valley,53.252,4.535
2019,5,14.3,8.1,0.0,39.2,203.5,valley,53.252,4.535
2019,6,17.1,11.3,0.0,60.8,204.6,valley,53.252,4.535
2019,7,19.5,13.6,0.0,32.2,181.5,valley,53.252,4.535
2019,8,19.3,14.1,0.0,60.8,179.6,valley,53.252,4.535
2019,9,17.7,11.6,0.0,86.2,141.5,valley,53.252,4.535
2019,10,13.6,8.5,0.0,147.8,95.7,valley,53.252,4.535
2019,11,9.9,5.1,1.0,93.0,49.4,valley,53.252,4.535
2019,12,9.7,5.8,2.0,60.2,44.2,valley,53.252,4.535
2020,1,9.3,5.1,2.0,72.8,48.0,valley,53.252,4.535
2020,2,9.2,5.1,0.0,113.4,71.8,valley,53.252,4.535
2020,3,10.2,4.4,0.0,31.0,167.2,valley,53.252,4.535
2020,4,14.7,6.9,0.0,12.8,219.7,valley,53.252,4.535
2020,5,16.6,8.7,0.0,7.2,312.3,valley,53.252,4.535
2020,6,17.9,11.7,0.0,76.4,137.6,valley,53.252,4.535
2020,7,17.3,12.5,0.0,99.4,128.1,valley,53.252,4.535
2020,8,19.2,13.9,0.0,119.2,155.4,valley,53.252,4.535
2020,9,17.2,11.2,0.0,60.6,158.8,valley,53.252,4.535
2020,10,13.6,9.3,0.0,116.0,90.6,valley,53.252,4.535
2020,11,12.3,7.4,0.0,84.8,44.3,valley,53.252,4.535
2020,12,8.8,4.3,2.0,150.6,34.4,valley,53.252,4.535
2021,1,7.2,2.5,8.0,110.2,41.1,valley,53.252,4.535
2021,2,8.3,3.9,6.0,89.0,92.8,valley,53.252,4.535
2021,3,10.0,4.8,4.0,42.4,116.3,valley,53.252,4.535
2021,4,11.6,3.7,3.0,15.8,250.3,valley,53.252,4.535
2021,5,13.8,7.5,0.0,107.8,209.2,valley,53.252,4.535
2021,6,17.4,11.6,0.0,25.2,201.3,valley,53.252,4.535
2021,7,21.2,13.8,0.0,27.2,228.5,valley,53.252,4.535
2021,8,19.1,13.1,0.0,45.6,156.6,valley,53.252,4.535
2021,9,19.1,13.0,0.0,95.2,117.5,valley,53.252,4.535
2021,10,14.9,10.9,0.0,201.2,83.6,valley,53.252,4.535
2021,11,11.8,7.8,0.0,46.8,50.0,valley,53.252,4.535
2021,12,9.8,5.2,3.0,100.2,38.4,valley,53.252,4.535
2022,1,9.3,4.8,0.0,25.2,67.4,valley,53.252,4.535
2022,2,10.1,5.8,0.0,86.6,76.0,valley,53.252,4.535
2022,3,12.3,4.8,1.0,32.8,193.3,valley,53.252,4.535
2022,4,13.1,5.9,1.0,44.8,180.2,valley,53.252,4.535
2022,5,15.4,10.0,0.0,47.2,187.2,valley,53.252,4.535
2022,6,17.5,11.3,0.0,23.8,238.2,valley,53.252,4.535
2022,7,20.4,13.6,0.0,16.8,198.7,valley,53.252,4.535
2022,8,21.1,13.8,0.0,41.2,243.7,valley,53.252,4.535
2022,9,18.1,12.0,0.0,95.2,127.6,valley,53.252,4.535
2022,10,16.0,11.1,0.0,116.0,117.5,valley,53.252,4.535
2022,11,12.9,8.4,0.0,125.8,67.4,valley,53.252,4.535
2022,12,8.3,3.4,7.0,91.8,49.8,valley,53.252,4.535
2023,1,9.2,5.0,4.0,82.0,67.1,valley,53.252,4.535
2023,2,9.7,5.4,0.0,23.2,70.8,valley,53.252,4.535
2023,3,9.6,4.9,3.0,96.6,86.3,valley,53.252,4.535
1980,1,4.2,0.8,18.0,73.2,69.7,waddington,53.175,0.522
1980,2,7.8,2.2,4.0,75.2,42.0,waddington,53.175,0.522
1980,3,7.7,1.1,6.0,90.0,83.7,waddington,53.175,0.522
1980,4,12.9,3.9,0.0,14.1,168.6,waddington,53.175,0.522
1980,5,15.2,5.5,1.0,23.9,228.5,waddington,53.175,0.522
1980,6,17.9,10.0,0.0,108.8,168.6,waddington,53.175,0.522
1980,7,18.3,10.2,0.0,35.7,150.6,waddington,53.175,0.522
1980,8,19.8,11.7,0.0,117.3,138.8,waddington,53.175,0.522
1980,9,18.7,10.6,0.0,30.3,162.6,waddington,53.175,0.522
1980,10,12.2,5.2,1.0,94.2,127.5,waddington,53.175,0.522
1980,11,8.5,4.0,4.0,62.3,55.7,waddington,53.175,0.522
1980,12,7.9,2.3,9.0,17.8,65.5,waddington,53.175,0.522
1981,1,6.9,1.4,14.0,32.4,50.4,waddington,53.175,0.522
1981,2,5.3,0.0,17.0,47.0,66.1,waddington,53.175,0.522
1981,3,10.5,4.5,3.0,108.8,58.5,waddington,53.175,0.522
1981,4,10.6,3.6,2.0,80.6,141.0,waddington,53.175,0.522
1981,5,15.5,6.8,1.0,70.1,172.3,waddington,53.175,0.522
1981,6,17.3,9.4,0.0,23.6,169.6,waddington,53.175,0.522
1981,7,20.2,11.6,0.0,34.2,176.5,waddington,53.175,0.522
1981,8,20.7,11.6,0.0,68.5,185.4,waddington,53.175,0.522
1981,9,19.3,10.2,0.0,86.2,175.9,waddington,53.175,0.522
1981,10,11.7,4.5,1.0,55.6,134.3,waddington,53.175,0.522
1981,11,10.2,4.1,0.0,23.6,66.1,waddington,53.175,0.522
1981,12,1.9,3.4,24.0,49.8,54.9,waddington,53.175,0.522
1982,1,5.0,1.2,16.0,35.8,62.3,waddington,53.175,0.522
1982,2,7.3,1.3,9.0,19.7,58.1,waddington,53.175,0.522
1982,3,9.6,2.3,4.0,67.5,161.4,waddington,53.175,0.522
1982,4,12.8,4.1,0.0,7.2,177.5,waddington,53.175,0.522
1982,5,16.9,6.5,0.0,24.4,257.5,waddington,53.175,0.522
1982,6,19.1,11.5,0.0,146.6,134.8,waddington,53.175,0.522
1982,7,20.7,12.2,0.0,21.5,186.5,waddington,53.175,0.522
1982,8,20.2,11.8,0.0,77.9,172.3,waddington,53.175,0.522
1982,9,18.7,9.9,0.0,47.5,162.7,waddington,53.175,0.522
1982,10,13.0,6.7,0.0,59.6,80.3,waddington,53.175,0.522
1982,11,9.7,5.0,4.0,48.4,65.2,waddington,53.175,0.522
1982,12,6.5,0.6,15.0,46.1,49.2,waddington,53.175,0.522
1983,1,9.1,3.3,4.0,43.4,65.4,waddington,53.175,0.522
1983,2,3.4,1.2,20.0,42.6,63.9,waddington,53.175,0.522
1983,3,9.6,3.1,2.0,38.1,92.9,waddington,53.175,0.522
1983,4,10.5,2.6,2.0,90.7,138.5,waddington,53.175,0.522
1983,5,13.4,6.0,0.0,107.8,123.2,waddington,53.175,0.522
1983,6,18.0,9.5,0.0,15.0,170.0,waddington,53.175,0.522
1983,7,24.5,13.2,0.0,42.1,245.6,waddington,53.175,0.522
1983,8,22.0,12.4,0.0,42.4,204.7,waddington,53.175,0.522
1983,9,17.0,9.9,0.0,63.5,122.1,waddington,53.175,0.522
1983,10,13.6,6.9,2.0,31.9,120.2,waddington,53.175,0.522
1983,11,9.5,4.8,5.0,42.7,47.1,waddington,53.175,0.522
1983,12,7.4,2.4,8.0,39.7,57.9,waddington,53.175,0.522
1984,1,5.4,0.0,12.0,90.5,73.3,waddington,53.175,0.522
1984,2,5.5,0.2,13.0,40.7,67.1,waddington,53.175,0.522
1984,3,7.2,1.5,5.0,52.0,52.5,waddington,53.175,0.522
1984,4,12.4,2.6,5.0,14.8,211.9,waddington,53.175,0.522
1984,5,13.7,5.0,0.0,70.4,172.8,waddington,53.175,0.522
1984,6,18.5,10.2,0.0,27.4,205.9,waddington,53.175,0.522
1984,7,21.8,11.2,0.0,16.7,226.7,waddington,53.175,0.522
1984,8,22.2,12.4,0.0,90.2,220.4,waddington,53.175,0.522
1984,9,16.6,10.4,0.0,81.2,106.5,waddington,53.175,0.522
1984,10,14.6,7.2,0.0,35.5,120.5,waddington,53.175,0.522
1984,11,10.0,5.1,0.0,94.6,50.6,waddington,53.175,0.522
1984,12,7.2,2.0,7.0,47.0,62.6,waddington,53.175,0.522
1985,1,3.1,1.9,23.0,55.8,44.9,waddington,53.175,0.522
1985,2,5.0,1.0,15.0,3.1,87.9,waddington,53.175,0.522
1985,3,7.8,0.8,13.0,48.2,125.3,waddington,53.175,0.522
1985,4,11.7,4.6,2.0,43.8,118.2,waddington,53.175,0.522
1985,5,14.1,6.6,0.0,70.7,149.9,waddington,53.175,0.522
1985,6,16.1,8.4,0.0,103.6,169.2,waddington,53.175,0.522
1985,7,20.2,12.0,0.0,41.7,201.9,waddington,53.175,0.522
1985,8,18.6,10.8,0.0,54.1,156.5,waddington,53.175,0.522
1985,9,18.9,10.6,0.0,17.9,140.1,waddington,53.175,0.522
1985,10,14.5,7.9,0.0,20.8,117.3,waddington,53.175,0.522
1985,11,6.5,0.8,12.0,73.2,101.5,waddington,53.175,0.522
1985,12,8.2,3.8,5.0,77.6,36.3,waddington,53.175,0.522
1986,1,5.5,0.2,14.0,52.6,75.4,waddington,53.175,0.522
1986,2,0.6,3.7,24.0,24.0,85.3,waddington,53.175,0.522
1986,3,8.6,1.0,8.0,47.2,138.0,waddington,53.175,0.522
1986,4,9.2,2.2,7.0,64.4,134.3,waddington,53.175,0.522
1986,5,15.7,7.3,0.0,82.6,222.2,waddington,53.175,0.522
1986,6,19.1,9.6,0.0,37.0,236.5,waddington,53.175,0.522
1986,7,20.4,11.8,0.0,42.9,198.2,waddington,53.175,0.522
1986,8,17.4,9.8,0.0,85.6,143.2,waddington,53.175,0.522
1986,9,16.2,7.0,0.0,17.0,191.0,waddington,53.175,0.522
1986,10,14.4,6.7,0.0,40.1,124.8,waddington,53.175,0.522
1986,11,10.4,4.3,0.0,56.9,85.6,waddington,53.175,0.522
1986,12,8.2,2.7,5.0,74.2,61.7,waddington,53.175,0.522
1987,1,2.6,1.6,19.0,32.8,54.7,waddington,53.175,0.522
1987,2,6.3,0.0,14.0,43.7,70.1,waddington,53.175,0.522
1987,3,7.2,0.5,16.0,65.6,107.2,waddington,53.175,0.522
